title,rating,runtime,imdb_rating,tmdb_rating,meta_score,genre_1,genre_2,genre_3,description,director,stars,votes,gross
The Christmas Checklist,NA,90,6.7,8.8,NA,Drama,Romance,NA,A grieving daughter receives a Christmas checklist from her recently deceased mom with twelve activities she must complete before Christmas.,Anne De Léan,"Sarah Power, Jarod Joseph, Monica Rodriguez Knox, Dakota Jamal Wellman,",66,NA
A Very Merry Toy Store,TV-PG,90,5.5,8,NA,Comedy,Drama,Family,Two rival toy shop owners reluctantly join forces when an unscrupulous toy magnate opens a box store in their town.,Paula Hart,"Melissa Joan Hart, Mario Lopez, Dan Amboyer, Kurt Cole,",1102,NA
Home by Christmas,TV-14,95,6.3,3.3,NA,Drama,Family,NA,"After a well-to-do woman divorces her cheating husband, she ends up homeless through a series of mishaps.",Gail Harvey,"Linda Hamilton, Rob Stewart, Brenda Crichlow, Garwin Sanford,",920,NA
Charming Christmas,TV-G,85,6.2,4.9,NA,Drama,Romance,NA,"When a young businesswoman plays Mrs Claus at her family's department store over Christmas, her life begins to take some unexpected turns.",Craig Pryce,"Julie Benz, David Sutcliffe, Bruce Gray, Catherine McNally,",1938,NA
Christmas in Louisiana,TV-PG,90,5.8,2.3,NA,Romance,NA,NA,"When a woman returns home to celebrate the anniversary of the town's Sugarcane Christmas Festival, she rediscovers the magic of the season.",Emily Moss Wilson,"Jana Kramer, Percy Daggs III, Moira Kelly, Brian McNamara,",613,NA
Help for the Holidays,TV-G,90,6.6,8.8,NA,Drama,Family,Fantasy,"Santa's elf (Summer Glau) helps a family (Eva La Rue, Dan Gauthier) during Christmastime.",Bradford May,"Summer Glau, Eva LaRue, John Brotherton, Dan Gauthier,",2359,NA
My Favorite Christmas Tree,NA,90,6,6.1,NA,Comedy,Romance,NA,"Kyla is a genealogy researcher who travels to the charming town of Conifer, hoping to piece together her ancestry. The search leads Kyla to a Christmas tree farm, its stubborn but handsome owner - and, possibly, love.",Jason Bourque,"Emma Johnson, Giles Panton, Marnie Mahannah, Beth Fotheringham,",462,NA
If You Believe,TV-PG,91,6.4,3.1,NA,Comedy,Drama,Fantasy,"A jaded book editor has nearly given up on happiness, until she bumps her head and gets a visit from her spunky younger self (Hayden Panettiere). Now, the cheerful, carefree seven-year old helps adult Susan rediscover her inner child.",Alan Metzger,"Ally Walker, Tom Amandes, Hayden Panettiere, Meredith McGeachie,",803,NA
A Christmas Tree Miracle,TV-G,102,6.5,6.6,NA,Family,NA,NA,"A warm-hearted Christmas tale to remind us that in the holiday season, the best gifts in life are the simple ones, and that miracles do happen, if you believe.",J.W. Myers,"Kevin Sizemore, Terry Kiser, Jill Whelan, Barrett Carnahan,",926,NA
Snowbound for Christmas,PG,83,5.3,6.2,NA,Comedy,Romance,NA,"Marketing exec lands a spot on a big project but before the presentation, a snowstorm traps her and her boss at a resort where they realize there is more to their relationship than just business.",Marco Deufemia,"Zarrin Darnell-Martin, Henderson Wade, Scott Thompson, Josephine Buettner,",723,NA
The Christmas Party,Approved,9,6.4,4.1,NA,Short,Family,NA,"Jackie wants to throw a Christmas party for his friends on his football team, but doesn't know how to go about it. His fellow stars at MGM decide to help him out.",Charles Reisner,"Lionel Barrymore, Wallace Beery, Jackie Cooper, Marion Davies,",440,NA
Love at the Christmas Table,NA,89,6.4,2.2,NA,Comedy,Drama,Romance,A man realizes that his best friend since childhood is the woman that he loves.,Rachel Lee Goldenberg,"Danica McKellar, Dustin Milligan, Lea Thompson, Scott Patterson,",2708,NA
A Christmas Stray,TV-PG,84,6.2,6.6,NA,Drama,Romance,NA,"A man finds himself hopelessly stranded in a small town on Christmas Eve, unable to shake the stray dog who ran him off the road, and irresistibly drawn to the free-spirited, local veterinarian.",Roger M. Bobb,"Andra Fuller, Rhyon Nicole Brown, Melissa Murray-Mutch, Chris Shields,",359,NA
A Wedding for Christmas,TV-PG,90,5.3,5.4,NA,Romance,NA,NA,"Haley escapes her small-town and builds a life in Los Angeles as a wedding planner. When her sister asks her to plan her wedding, Haley returns to her childhood town and reunites with a childhood flame.",Fred Olen Ray,"Cristine Prosperi, Colton Little, Vivica A. Fox, Lesli Kay,",1111,NA
The Christmas Ring,TV-G,84,6.4,7.4,NA,Drama,Romance,NA,A website writer tries to locate the owner of an antique engagement ring for her latest human interest story.,Troy Scott,"Nazneen Contractor, David Alpay, Kazumi Evans, Chelsey Reist,",1228,NA
Unlikely Angel,NA,95,6.3,5.4,NA,Comedy,Fantasy,NA,"Dolly Parton portrays a country-music performer who meets an untimely demise, but cannot enter heaven until she performs a good deed back on Earth: to reunite a workaholic widower with his children for Christmas.",Michael Switzer,"Dolly Parton, Roddy McDowall, Brian Kerwin, Allison Mack,",1185,NA
Christmas with a Crown,NA,89,5.4,8,NA,Romance,NA,NA,Sparks fly when a dashing stranger volunteers to help a successful woman organize her family's annual Christmas festival. But he's really a prince in disguise and it will take a miracle of royal proportions for their hearts to meet as one.,Dylan Pearce,"Lisa Durupt, Marcus Rosner, Teryl Rothery, Michael Lazarovitch,",1189,NA
A Perfect Day,NA,87,5.6,5.7,NA,Drama,Family,NA,A family man and suddenly-successful author encounters a mystic stranger who warns him he has only forty more days to live. Based on a novel by Richard Paul Evans.,Peter Levin,"Rob Lowe, Frances Conroy, Paget Brewster, Christopher Lloyd,",1188,NA
I'll Be Seeing You,Approved,85,7.1,5.7,NA,Drama,Family,Romance,A soldier suffering from combat fatigue meets a young woman on Christmas furlough from prison and their mutual loneliness blossoms into romance.,William Dieterle,"George Cukor, Ginger Rogers, Joseph Cotten, Shirley Temple, Spring Byington,",2481,NA
Scentsational Christmas,TV-PG,87,5.6,8.2,NA,Drama,Family,Romance,"Ellie decides to go back home for Christmas, and help her dad with the candle-making business. Little does she know, however, that her father has charming, writer Logan staying with him, looking for inspiration for his writings.",Robert Vaughn,"Nazneen Contractor, Mykee Selkin, Sugith Varughese, Jennifer Gibson,",306,NA
A Gift for Christmas,TV-G,89,6.6,4.5,NA,Comedy,Drama,Family,A handsome stranger develops amnesia after a bibliophile crashes into him on her bicycle.,Kevin Fair,"Peter Porte, Ali Liebert, Tina Lifford, Kristin York,",2487,NA
A Merry Christmas Match,TV-G,82,5.9,2.4,NA,Comedy,Drama,Romance,"Corey who works in her mom's antique shop, puts on a Christmas pageant in honor of her late father. When a man named Ryder visits her store, she wonders if she should have left town to follow her dream of becoming a theater director.",Jake Helgren,"Ashley Newbrough, Kyle Dean Massey, Lindsey Gort, John DeLuca,",1381,NA
Enchanted Christmas,TV-G,84,5.9,1.5,NA,Romance,NA,NA,Young widow Laura Trudeau was a remarkable dancer. As a project manager she is tasked with renovating a lodge in her hometown and have it ready by Christmas Eve. She is stunned it's the lodge where she and her former love performed.,Terry Cunningham,"Alexa PenaVega, Carlos PenaVega, Rene Raymond Rivera, Jaynee-Lynne Kinchen,",1440,NA
Campfire Romance,TV-G,84,5.4,7.3,NA,Adventure,Comedy,Drama,Romance rekindles for Peyton and her closest friends during a holiday themed reunion which Peyton's parents decide to host in their family owned summer camp before selling it.,David I. Strasser,"Tori Anderson, Corbin Bleu, Jeffrey Bowyer-Chapman, Caitlin Stryker,",654,NA
Elf-Man,NA,86,3.4,6.2,NA,Comedy,Family,Fantasy,"An Elf is left behind by Santa to help rescue the Harper family from a lousy Christmas. The Elf and the family get more than they bargained for, as the kids help the Elf discover his special powers and true identity as a budding superhero.",Ethan Wiley,"Jason 'Wee Man' Acuña, Jeffrey Combs, Mackenzie Astin, Mirelly Taylor,",757,NA
Random Acts of Christmas,TV-G,88,6.5,6.9,NA,Drama,Family,Romance,"Inspired by a story idea following random acts of kindness at Christmas, a journalist reconnects with an old flame in her home town.",Marita Grabiak,"Erin Cahill, Kevin McGarry, Jaden Oehr, Hamza Fouad,",1137,NA
A Holiday in Harlem,TV-G,84,5.5,3,NA,Drama,Romance,NA,"Known for transforming fledgling businesses into moneymakers, executive Jazmin Carter returns to Harlem, N.Y., to celebrate Christmas in the neighborhood where she grew up.",Keith Powell,"Olivia Washington, Will Adams, Tina Lifford, Opal Alladin,",593,NA
"It's Christmas, Eve",TV-G,84,6.6,2.4,NA,Drama,Music,Romance,"An interim school superintendent finds herself in a tough spot when she is assigned to shut down a school's failing music program, and must come to terms with her musical past.",Tibor Takács,"LeAnn Rimes, Tyler Hynes, Gwynyth Walsh, Laurie Murdoch,",1580,NA
A Midnight Kiss,TV-G,81,6,1.4,NA,Romance,NA,NA,A brother and sister prepare to take over the family party-planning business.,J.B. Sugar,"Adelaide Kane, Carlos PenaVega, Pauline Egan, Jason Cermak,",957,NA
Shoelaces for Christmas,TV-PG,90,6.4,4.1,NA,Drama,Family,Romance,"After a disagreement with her father, teenager Jennifer inadvertently stumbles into a local homeless shelter late one evening. Will volunteering at the shelter teach her to be responsible and compassionate toward others?",Craig Clyde,"Bailey Chase, Jessica Morris, Mia Topalian, Austin R. Grant,",544,NA
The Mistletoe Inn,TV-G,84,6.4,6,NA,Comedy,Drama,Romance,An aspiring novelist signs up for a week-long writing workshop at the Mistletoe Inn.,Alex Wright,"Alicia Witt, David Alpay, Lucie Guest, Casey Manderson,",1971,NA
Christmas in the City,TV-PG,87,5.7,4.4,NA,Comedy,Drama,Family,"With the threat of having to close her father's candy store, Wendy and her 5-year-old daughter travel to the big city in the hope of making enough money to save it.",Marita Grabiak,"Ashley Williams, Ashanti, Jon Prescott, Shanola Hampton,",1637,NA
A Perfect Christmas List,TV-G,88,5.6,4.8,NA,Comedy,Drama,Family,"As a last wish, a recently hospitalized grandmother, Evie, tasks her daughter and granddaughter, Sara, with a list of festive accomplishments to do together before Christmas, hoping that ...                See full summary »",Fred Olen Ray,"Ellen Hollman, Beth Broderick, Aaron Hill, Richard Karn,",1241,NA
The Christmas Cure,TV-G,87,6.2,8.4,NA,Drama,Romance,NA,"A doctor returns home for Christmas to find that her father has decided to retire from his own practice. After reuniting with her high-school sweetheart, she wonders if she should stay and take over her father's practice.",John Bradshaw,"Brooke Nevin, Steve Byers, Patrick Duffy, Kathleen Laskey,",1707,NA
A Very Charming Christmas Town,TV-PG,88,5.9,4.1,NA,Comedy,Drama,Romance,A lifestyle blogger is assigned to write a news story on a small tourist town for the Christmas season.,Jake Helgren,"Natalie Hall, Jon Prescott, Kelley Jakle, Jo Marie Payton,",940,NA
Christmas in Palm Springs,NA,84,5,5.4,NA,Comedy,NA,NA,A brother and sister hatch a plan to reunite their separated parents by ensuring they're both in Palm Springs for Christmas.,Fred Olen Ray,"Patrick Muldoon, Dina Meyer, Ian Ziering, Bill Cobbs,",487,NA
Fixing Up Christmas,NA,86,5.9,7.5,NA,Comedy,Romance,NA,"Known as a ""fixer"" for difficult clients, a talented party planner must help a young CEO plan the Christmas party of the year to dazzle the mayor and save his company. Wil the ""fixer"" fix something more than just the company?",Jessica Harmon,"Natalie Dreyfuss, Marshall Williams, Harrison Coe, Bethany Brown,",491,NA
Letters to Satan Claus,TV-14,87,4.8,4.4,NA,Comedy,Horror,NA,"Holly returns to her hometown to make a Christmas special before her promotion to a television anchorwoman, but first she must face Satan Claus and horrible childhood memories of him.",Emma Jean Sutherland,"Karen Knox, Jessica Clement, Joseph Cannata, Alex Harrouch,",493,NA
The Christmas Blessing,TV-G,96,6.2,6.3,NA,Drama,Family,Romance,A young doctor encounters romance and deals with his past when he returns to his hometown during the holidays.,Karen Arthur,"Neil Patrick Harris, Rebecca Gayheart, Angus T. Jones, Hugh Thompson,",1206,NA
Mom's Christmas Boyfriend,TV-G,NA,5.5,8.1,NA,Romance,NA,NA,"Single mom Emma always puts others first, especially her daughter, Lily, whom she adopted on her own. But when the precocious Lily wins a contest to have her Christmas wish granted, Emma's life gets turned upside down.",Graeme Campbell,"Jeananne Goossen, Zach Smadu, Ai Barrett, Anthony Bewlz,",50,NA
A Christmas Wish in Hudson,NA,90,5.4,8.8,NA,Romance,NA,NA,"Lori really needs a break for Christmas. When she sees Patrick Jacobs, a widowed firefighter from Hudson, Wisconsin on a reality cooking show, she feels a strong attraction and decides to take a shot at love, but she's not the only one.",Elizabeth Snoderly,"Alex Rinehart, Rib Hillis, Lexi Giovagnoli, Lauren Schuster,",295,NA
The Christmas Gift,TV-PG,85,5.3,2.5,NA,Drama,Family,Romance,A reporter searches for a stranger who unknowingly changed her life with an anonymous Christmas gift.,Fred Olen Ray,"Michelle Trachtenberg, Sterling Sulieman, Rick Fox, Lawrence Hilton-Jacobs,",772,NA
A New Diva's Christmas Carol,NA,84,5.2,8.6,NA,Comedy,NA,NA,"Aphrodite was made famous back in the day for performing ""the"" timeless love song of the era. The song that everyone plays at their weddings, in every sappy commercial for diamonds or rings...                See full summary »",Rusty Cundieff,"Ashanti, Mckenzie Small, Vivica A. Fox, Robin Givens,",155,NA
Christmas Festival of Ice,TV-G,84,5.9,5.2,NA,Romance,NA,NA,"Emma is determined to keep her hometown's Christmas ice-sculpting contest going. She enlists sponsors and artists, but Nick, the town's ace artisan, isn't interested in competing until he sees what Emma has accomplished.",Bradley Walsh,"Taylor Cole, Damon Runyan, Wendy Crewson, Jonathan Whittaker,",1350,NA
A Joyous Christmas,TV-G,84,6.2,3.3,NA,Drama,Family,Romance,A young self-help author returns to her hometown during the Christmas holidays to promote her new book. She soon discovers the true meaning of Christmas and family.,Allan Harmon,"Natalie Knepp, Michael Rady, Bonnie Bedelia, Steve Bacic,",1491,NA
The Christmas Tree,TV-G,43,1.4,4.9,NA,Animation,Drama,Family,"Heartless Mrs. Mavilda runs an orphanage where kids live in miserable conditions because she keeps all the donation money for herself. She hires a new assistant who, along with Santa, helps the kids finally have a merry Christmas.",Flamarion Ferreira,"William Griffin, Elly Drygas, Ayal Kleinman, Karen Drygas,",866,NA
Christmas Truce,PG-13,88,5.6,9,NA,Drama,NA,NA,"An American soldier and a Belgian woman fall in love during a brief holiday truce amid the Battle of the Bulge. When fighting resumes, they promise to reunite on the first Christmas after the war ends if they're both alive.",Brian Skiba,"Craig Olejnik, Ali Liebert, Kate Vernon, Josh Blacker,",503,NA
A Chance for Christmas,TV-PG,92,5.8,5.2,NA,Comedy,Romance,NA,"A social media star gets the offer to become a brand ambassador for a major company, if she can get 2 million subscribers by Christmas Eve.",Stefan Brogren,"Tori Anderson, Mykee Selkin, Habree Larratt, Declan Cassidy,",583,NA
Snowmance,Unrated,90,5.2,3.9,NA,Comedy,Drama,Family,"Each year Sarah builds her ""Snow Beau"" snowman with her best friend Nick. After another breakup, she begins to wonder if she'll ever find her own true love. A little Christmas magic brings her Snow Beau to life.",Douglas Mitchell,"Ashley Newbrough, Jesse Hutch, Adam Hurtig, Tom Anniko,",1080,NA
